Time,TP PRELAZ 056_A+_001,TP PRELAZ 056_A-_101,TP CELJSKA CESTA 2694_A+_201,TP CELJSKA CESTA 2694_A-_301,TP BENCINSKI SERVIS 3 2781_A+_401,TP BENCINSKI SERVIS 3 2781_A-_501
,kW,kW,kW,kW,kW,kW
13/04/2023 11:30,0,0,99.12,0,11.472,0
13/04/2023 11:45,0,0,104.24,0,11.772,0
13/04/2023 12:00,0,0,101.2,0,12.312,0
13/04/2023 12:15,0,0,107.12,0,13.092,0
13/04/2023 12:30,0,0,99.76,0,11.496,0
13/04/2023 12:45,0,0,98.56,0,10.2,0
13/04/2023 13:00,0,0,107.04,0,11.172,0
13/04/2023 13:15,0,0,111.6,0,11.916,0
13/04/2023 13:30,0,0,111.84,0,11.7,0
13/04/2023 13:45,0,0,117.12,0,15.216,0
13/04/2023 14:00,0,0,120.8,0,12.924,0
13/04/2023 14:15,0,0,124.48,0,13.944,0
13/04/2023 14:30,0,0,117.6,0,14.436,0
13/04/2023 14:45,0,0,115.28,0,13.272,0
13/04/2023 15:00,0,0,118.4,0,12.084,0
13/04/2023 15:15,0,0,114.88,0,12.72,0
13/04/2023 15:30,0,0,106.32,0,13.176,0
13/04/2023 15:45,0,0,98.56,0,11.7,0
13/04/2023 16:00,0,0,102.64,0,10.908,0
13/04/2023 16:15,0,0,103.36,0,12.876,0
13/04/2023 16:30,0,0,100.4,0,14.952,0
13/04/2023 16:45,0,0,99.2,0,11.808,0
13/04/2023 17:00,0,0,100.32,0,9.996,0
13/04/2023 17:15,0,0,106.16,0,10.488,0
13/04/2023 17:30,0,0,103.36,0,11.352,0
13/04/2023 17:45,0,0,102.24,0,9.984,0
13/04/2023 18:00,0,0,99.28,0,10.224,0
13/04/2023 18:15,0,0,104.08,0,9.72,0
13/04/2023 18:30,0,0,108.08,0,10.932,0
13/04/2023 18:45,0,0,122.48,0,14.34,0
13/04/2023 19:00,0,0,126.32,0,11.832,0
13/04/2023 19:15,0,0,115.76,0,12.048,0
13/04/2023 19:30,0,0,116.4,0,12.084,0
13/04/2023 19:45,0,0,117.12,0,11.892,0
13/04/2023 20:00,0,0,117.6,0,12.732,0
13/04/2023 20:15,0,0,124.56,0,12.312,0
13/04/2023 20:30,0,0,112.96,0,13.092,0
13/04/2023 20:45,0,0,109.2,0,10.56,0
13/04/2023 21:00,0,0,101.76,0,10.128,0
13/04/2023 21:15,0,0,98.64,0,11.976,0
13/04/2023 21:30,0,0,98.56,0,11.844,0
13/04/2023 21:45,0,0,96.24,0,10.836,0
13/04/2023 22:00,0,0,97.2,0,10.464,0
13/04/2023 22:15,0,0,96.08,0,10.164,0
13/04/2023 22:30,0,0,98.56,0,9.528,0
13/04/2023 22:45,0,0,95.52,0,10.944,0
13/04/2023 23:00,0,0,92.88,0,10.356,0
13/04/2023 23:15,0,0,89.84,0,9.588,0
13/04/2023 23:30,0,0,84.72,0,8.688,0
13/04/2023 23:45,0,0,84.64,0,8.34,0
14/04/2023 00:00,0,0,84.64,0,8.16,0
14/04/2023 00:15,0,0,85.04,0,8.136,0
14/04/2023 00:30,0,0,82.64,0,8.616,0
14/04/2023 00:45,0,0,81.04,0,8.676,0
14/04/2023 01:00,0,0,83.92,0,8.676,0
14/04/2023 01:15,0,0,79.84,0,7.692,0
14/04/2023 01:30,0,0,78.24,0,7.824,0
14/04/2023 01:45,0,0,79.2,0,7.596,0
14/04/2023 02:00,0,0,78.08,0,8.052,0
14/04/2023 02:15,0,0,78.96,0,7.512,0
14/04/2023 02:30,0,0,77.6,0,7.56,0
14/04/2023 02:45,0,0,77.04,0,8.604,0
14/04/2023 03:00,0,0,79.28,0,7.872,0
14/04/2023 03:15,0,0,81.2,0,8.232,0
14/04/2023 03:30,0,0,79.2,0,7.8,0
14/04/2023 03:45,0,0,76.88,0,6.792,0
14/04/2023 04:00,0,0,77.68,0,6.9,0
14/04/2023 04:15,0,0,77.36,0,7.236,0
14/04/2023 04:30,0,0,77.36,0,7.344,0
14/04/2023 04:45,0,0,78.72,0,8.556,0
14/04/2023 05:00,0,0,78.8,0,7.584,0
14/04/2023 05:15,0,0,79.28,0,7.572,0
14/04/2023 05:30,0,0,77.76,0,9.708,0
14/04/2023 05:45,0,0,78.72,0,8.976,0
14/04/2023 06:00,0,0,83.44,0,11.652,0
14/04/2023 06:15,0,0,83.44,0,14.412,0
14/04/2023 06:30,0,0,83.36,0,14.76,0
14/04/2023 06:45,0,0,89.84,0,13.884,0
14/04/2023 07:00,0,0,90.32,0,12.576,0
14/04/2023 07:15,0,0,90.48,0,12.12,0
14/04/2023 07:30,0,0,92.56,0,13.38,0
14/04/2023 07:45,0,0,101.76,0,15.372,0
14/04/2023 08:00,0,0,102.8,0,16.344,0
14/04/2023 08:15,0,0,100.72,0,16.812,0
14/04/2023 08:30,0,0,106.16,0,17.76,0
14/04/2023 08:45,0,0,95.28,0,16.512,0
14/04/2023 09:00,0,0,99.28,0,14.82,0
14/04/2023 09:15,0,0,99.28,0,12.072,0
14/04/2023 09:30,0,0,100.96,0,11.82,0
14/04/2023 09:45,0,0,104.24,0,13.2,0
14/04/2023 10:00,0,0,105.76,0,13.248,0
14/04/2023 10:15,0,0,105.92,0,12.048,0
14/04/2023 10:30,0,0,107.28,0,14.616,0
14/04/2023 10:45,0,0,115.52,0,14.244,0
14/04/2023 11:00,0,0,118.48,0,14.832,0
14/04/2023 11:15,0,0,93.44,0,15.492,0
14/04/2023 11:30,0,0,76,0,14.82,0
14/04/2023 11:45,0,0,68.88,0,12.396,0
14/04/2023 12:00,0,0,70.16,0,13.86,0
14/04/2023 12:15,0,0,100.24,0,15.144,0
14/04/2023 12:30,0,0,106.24,0,16.02,0
14/04/2023 12:45,0,0,102.56,0,13.896,0
14/04/2023 13:00,0,0,100.24,0,13.404,0
14/04/2023 13:15,0,0,100.24,0,16.104,0
14/04/2023 13:30,0,0,112,0,16.032,0
14/04/2023 13:45,0,0,120.8,0,17.82,0
14/04/2023 14:00,0,0,113.2,0,16.92,0
14/04/2023 14:15,0,0,108.64,0,16.872,0
14/04/2023 14:30,0,0,114.64,0,16.152,0
14/04/2023 14:45,0,0,102.72,0,13.008,0
14/04/2023 15:00,0,0,96.56,0,11.472,0
14/04/2023 15:15,0,0,85.04,0,12.192,0
14/04/2023 15:30,0,0,90.32,0,10.884,0
14/04/2023 15:45,0,0,92.8,0,14.004,0
14/04/2023 16:00,0,0,90.8,0,13.524,0
14/04/2023 16:15,0,0,86.56,0,12.3,0
14/04/2023 16:30,0,0,89.28,0,11.784,0
14/04/2023 16:45,0,0,91.04,0,9.96,0
14/04/2023 17:00,0,0,96.08,0,9.912,0
14/04/2023 17:15,0,0,91.92,0,10.56,0
14/04/2023 17:30,0,0,97.36,0,11.076,0
14/04/2023 17:45,0,0,101.92,0,12.96,0
14/04/2023 18:00,0,0,100.8,0,11.976,0
14/04/2023 18:15,0,0,100,0,11.556,0
14/04/2023 18:30,0,0,104.48,0,11.772,0
14/04/2023 18:45,0,0,103.76,0,11.076,0
14/04/2023 19:00,0,0,102.56,0,11.556,0
14/04/2023 19:15,0,0,106.32,0,11.328,0
14/04/2023 19:30,0,0,114.32,0,13.08,0
14/04/2023 19:45,0,0,110.32,0,12.384,0
14/04/2023 20:00,0,0,111.52,0,14.196,0
14/04/2023 20:15,0,0,101.04,0,12.048,0
14/04/2023 20:30,0,0,97.12,0,10.656,0
14/04/2023 20:45,0,0,100.88,0,9.756,0
14/04/2023 21:00,0,0,101.28,0,7.92,0
14/04/2023 21:15,0,0,96.4,0,9.312,0
14/04/2023 21:30,0,0,93.6,0,9.228,0
14/04/2023 21:45,0,0,93.76,0,9.612,0
14/04/2023 22:00,0,0,91.84,0,9.084,0
14/04/2023 22:15,0,0,90.72,0,9.636,0
14/04/2023 22:30,0,0,94.56,0,11.304,0
14/04/2023 22:45,0,0,92.56,0,10.176,0
14/04/2023 23:00,0,0,96.48,0,8.856,0
14/04/2023 23:15,0,0,93.52,0,9.192,0
14/04/2023 23:30,0,0,89.92,0,9.408,0
14/04/2023 23:45,0,0,89.04,0,8.4,0
15/04/2023 00:00,0,0,85.6,0,10.38,0
15/04/2023 00:15,0,0,83.6,0,10.476,0
15/04/2023 00:30,0,0,83.36,0,9.672,0
15/04/2023 00:45,0,0,78.96,0,9.18,0
15/04/2023 01:00,0,0,81.2,0,7.572,0
15/04/2023 01:15,0,0,79.6,0,7.092,0
15/04/2023 01:30,0,0,79.28,0,7.668,0
15/04/2023 01:45,0,0,79.84,0,6.816,0
15/04/2023 02:00,0,0,80.08,0,6.636,0
15/04/2023 02:15,0,0,80.64,0,6.684,0
15/04/2023 02:30,0,0,76.24,0,6.348,0
15/04/2023 02:45,0,0,77.04,0,5.82,0
15/04/2023 03:00,0,0,78.24,0,8.64,0
15/04/2023 03:15,0,0,77.12,0,9.684,0
15/04/2023 03:30,0,0,79.6,0,7.44,0
15/04/2023 03:45,0,0,78.48,0,7.02,0
15/04/2023 04:00,0,0,76.08,0,6.36,0
15/04/2023 04:15,0,0,80.08,0,6.264,0
15/04/2023 04:30,0,0,77.52,0,7.008,0
15/04/2023 04:45,0,0,79.76,0,7.188,0
15/04/2023 05:00,0,0,78.64,0,7.404,0
15/04/2023 05:15,0,0,79.84,0,6.72,0
15/04/2023 05:30,0,0,80.32,0,7.716,0
15/04/2023 05:45,0,0,82.56,0,8.904,0
15/04/2023 06:00,0,0,81.68,0,8.16,0
15/04/2023 06:15,0,0,81.44,0,8.496,0
15/04/2023 06:30,0,0,80.56,0,8.136,0
15/04/2023 06:45,0,0,81.52,0,7.332,0
15/04/2023 07:00,0,0,82.72,0,8.676,0
15/04/2023 07:15,0,0,82.64,0,11.028,0
15/04/2023 07:30,0,0,81.36,0,12.048,0
15/04/2023 07:45,0,0,81.2,0,13.728,0
15/04/2023 08:00,0,0,79.6,0,12.252,0
15/04/2023 08:15,0,0,82.64,0,13.584,0
15/04/2023 08:30,0,0,84.4,0,13.164,0
15/04/2023 08:45,0,0,78.32,0,11.7,0
15/04/2023 09:00,0,0,80.72,0,14.568,0
15/04/2023 09:15,0,0,79.68,0,15.636,0
15/04/2023 09:30,0,0,78.16,0,14.28,0
15/04/2023 09:45,0,0,79.52,0,15.576,0
15/04/2023 10:00,0,0,78.48,0,16.752,0
15/04/2023 10:15,0,0,80.32,0,15.612,0
15/04/2023 10:30,0,0,90.16,0,15.672,0
15/04/2023 10:45,0,0,88.8,0,15.828,0
15/04/2023 11:00,0,0,92.64,0,16.356,0
15/04/2023 11:15,0,0,91.2,0,14.364,0
15/04/2023 11:30,0,0,90.64,0,16.26,0
15/04/2023 11:45,0,0,92.88,0,14.388,0
15/04/2023 12:00,0,0,96.08,0,16.62,0
15/04/2023 12:15,0,0,97.28,0,15.504,0
15/04/2023 12:30,0,0,94.8,0,17.208,0
15/04/2023 12:45,0,0,98.08,0,19.62,0
15/04/2023 13:00,0,0,111.68,0,20.04,0
15/04/2023 13:15,0,0,104.56,0,21.36,0
15/04/2023 13:30,0,0,100.24,0,20.256,0
15/04/2023 13:45,0,0,86.24,0,15.852,0
15/04/2023 14:00,0,0,78.96,0,12.9,0
15/04/2023 14:15,0,0,76.64,0,13.056,0
15/04/2023 14:30,0,0,81.52,0,12.144,0
15/04/2023 14:45,0,0,75.92,0,11.796,0
15/04/2023 15:00,0,0,79.76,0,13.812,0
15/04/2023 15:15,0,0,84.16,0,14.22,0
15/04/2023 15:30,0,0,83.12,0,13.692,0
15/04/2023 15:45,0,0,79.84,0,13.188,0
15/04/2023 16:00,0,0,77.36,0,13.824,0
15/04/2023 16:15,0,0,76.24,0,13.848,0
15/04/2023 16:30,0,0,78.16,0,15.456,0
15/04/2023 16:45,0,0,79.84,0,14.928,0
15/04/2023 17:00,0,0,81.52,0,14.484,0
15/04/2023 17:15,0,0,89.52,0,15.06,0
15/04/2023 17:30,0,0,90.72,0,15.084,0
15/04/2023 17:45,0,0,96.88,0,13.776,0
15/04/2023 18:00,0,0,99.2,0,12.048,0
15/04/2023 18:15,0,0,90.64,0,12.024,0
15/04/2023 18:30,0,0,98.32,0,11.364,0
15/04/2023 18:45,0,0,98.72,0,10.368,0
15/04/2023 19:00,0,0,98.48,0,12.516,0
15/04/2023 19:15,0,0,96.8,0,10.152,0
15/04/2023 19:30,0,0,101.68,0,9.168,0
15/04/2023 19:45,0,0,95.12,0,8.112,0
15/04/2023 20:00,0,0,99.44,0,8.892,0
15/04/2023 20:15,0,0,96.08,0,12.024,0
15/04/2023 20:30,0,0,93.44,0,12.396,0
15/04/2023 20:45,0,0,92.4,0,11.736,0
15/04/2023 21:00,0,0,95.76,0,10.956,0
15/04/2023 21:15,0,0,92.16,0,13.896,0
15/04/2023 21:30,0,0,91.28,0,12.804,0
15/04/2023 21:45,0,0,88.8,0,12.708,0
15/04/2023 22:00,0,0,94.32,0,11.52,0
15/04/2023 22:15,0,0,97.84,0,9.66,0
15/04/2023 22:30,0,0,95.52,0,9,0
15/04/2023 22:45,0,0,94.24,0,8.196,0
15/04/2023 23:00,0,0,94.88,0,7.692,0
15/04/2023 23:15,0,0,88.8,0,7.596,0
15/04/2023 23:30,0,0,91.28,0,7.716,0
15/04/2023 23:45,0,0,89.6,0,8.088,0
16/04/2023 00:00,0,0,87.04,0,7.824,0
16/04/2023 00:15,0,0,84.56,0,8.016,0
16/04/2023 00:30,0,0,81.84,0,7.74,0
16/04/2023 00:45,0,0,78.72,0,8.208,0
16/04/2023 01:00,0,0,77.76,0,8.1,0
16/04/2023 01:15,0,0,78.24,0,6.888,0
16/04/2023 01:30,0,0,74.64,0,7.464,0
16/04/2023 01:45,0,0,74.56,0,6.9,0
16/04/2023 02:00,0,0,75.28,0,6.888,0
16/04/2023 02:15,0,0,77.44,0,6.312,0
16/04/2023 02:30,0,0,76.88,0,6.744,0
16/04/2023 02:45,0,0,76.8,0,7.44,0
16/04/2023 03:00,0,0,78.16,0,7.86,0
16/04/2023 03:15,0,0,76.64,0,7.056,0
16/04/2023 03:30,0,0,78.88,0,6.312,0
16/04/2023 03:45,0,0,78.16,0,5.532,0
16/04/2023 04:00,0,0,76.96,0,7.14,0
16/04/2023 04:15,0,0,75.44,0,6.972,0
16/04/2023 04:30,0,0,74.96,0,6.288,0
16/04/2023 04:45,0,0,76.96,0,5.832,0
16/04/2023 05:00,0,0,74.64,0,7.128,0
16/04/2023 05:15,0,0,73.68,0,7.776,0
16/04/2023 05:30,0,0,73.68,0,8.988,0
16/04/2023 05:45,0,0,72.48,0,8.604,0
16/04/2023 06:00,0,0,74.56,0,7.452,0
16/04/2023 06:15,0,0,75.84,0,8.1,0
16/04/2023 06:30,0,0,78.16,0,8.04,0
16/04/2023 06:45,0,0,77.76,0,6.108,0
16/04/2023 07:00,0,0,76,0,5.448,0
16/04/2023 07:15,0,0,73.68,0,5.472,0
16/04/2023 07:30,0,0,69.6,0,5.568,0
16/04/2023 07:45,0,0,73.28,0,7.548,0
16/04/2023 08:00,0,0,74.32,0,9.792,0
16/04/2023 08:15,0,0,72.96,0,11.436,0
16/04/2023 08:30,0,0,75.36,0,11.34,0
16/04/2023 08:45,0,0,76.4,0,13.548,0
16/04/2023 09:00,0,0,75.04,0,11.016,0
16/04/2023 09:15,0,0,73.68,0,14.052,0
16/04/2023 09:30,0,0,75.76,0,17.532,0
16/04/2023 09:45,0,0,85.2,0,21.66,0
16/04/2023 10:00,0,0,89.28,0,17.208,0
16/04/2023 10:15,0,0,91.28,0,17.148,0
16/04/2023 10:30,0,0,92,0,13.584,0
16/04/2023 10:45,0,0,94.4,0,11.688,0
16/04/2023 11:00,0,0,85.2,0,15.096,0
16/04/2023 11:15,0,0,81.36,0,14.472,0
16/04/2023 11:30,0,0,85.12,0,16.764,0
16/04/2023 11:45,0,0,88.64,0,15.12,0
16/04/2023 12:00,0,0,94.96,0,19.356,0
16/04/2023 12:15,0,0,98.32,0,15.936,0
16/04/2023 12:30,0,0,100.32,0,13.176,0
16/04/2023 12:45,0,0,97.52,0,16.344,0
16/04/2023 13:00,0,0,89.44,0,16.164,0
16/04/2023 13:15,0,0,92.16,0,17.052,0
16/04/2023 13:30,0,0,88.64,0,16.26,0
16/04/2023 13:45,0,0,86.96,0,18.252,0
16/04/2023 14:00,0,0,91.2,0,11.196,0
16/04/2023 14:15,0,0,92.4,0,10.104,0
16/04/2023 14:30,0,0,94,0,11.016,0
16/04/2023 14:45,0,0,95.84,0,12.06,0
16/04/2023 15:00,0,0,88.32,0,10.944,0
16/04/2023 15:15,0,0,89.92,0,11.892,0
16/04/2023 15:30,0,0,91.28,0,12.024,0
16/04/2023 15:45,0,0,91.76,0,11.28,0
16/04/2023 16:00,0,0,84.88,0,11.736,0
16/04/2023 16:15,0,0,86.48,0,10.968,0
16/04/2023 16:30,0,0,84.64,0,9.948,0
16/04/2023 16:45,0,0,82.88,0,10.476,0
16/04/2023 17:00,0,0,91.68,0,13.14,0
16/04/2023 17:15,0,0,97.04,0,12.648,0
16/04/2023 17:30,0,0,94.48,0,10.896,0
16/04/2023 17:45,0,0,93.84,0,10.296,0
16/04/2023 18:00,0,0,82.48,0,9.996,0
16/04/2023 18:15,0,0,84.8,0,9.672,0
16/04/2023 18:30,0,0,89.28,0,9.372,0
16/04/2023 18:45,0,0,89.6,0,10.812,0
16/04/2023 19:00,0,0,89.04,0,9.252,0
16/04/2023 19:15,0,0,95.6,0,9.348,0
16/04/2023 19:30,0,0,101.68,0,9.168,0
16/04/2023 19:45,0,0,96.8,0,9.84,0
16/04/2023 20:00,0,0,105.68,0,9.36,0
16/04/2023 20:15,0,0,96.56,0,11.268,0
16/04/2023 20:30,0,0,97.76,0,11.256,0
16/04/2023 20:45,0,0,95.28,0,9.888,0
16/04/2023 21:00,0,0,91.12,0,8.808,0
16/04/2023 21:15,0,0,92.56,0,8.52,0
16/04/2023 21:30,0,0,96.08,0,9.024,0
16/04/2023 21:45,0,0,88.24,0,8.052,0
16/04/2023 22:00,0,0,88.64,0,7.656,0
16/04/2023 22:15,0,0,94.08,0,8.088,0
16/04/2023 22:30,0,0,93.92,0,8.652,0
16/04/2023 22:45,0,0,89.92,0,7.848,0
16/04/2023 23:00,0,0,83.76,0,6.948,0
16/04/2023 23:15,0,0,80.8,0,7.824,0
16/04/2023 23:30,0,0,79.68,0,6.948,0
16/04/2023 23:45,0,0,80.08,0,6.948,0
17/04/2023 00:00,0,0,77.68,0,6.672,0
17/04/2023 00:15,0,0,76.32,0,6.72,0
17/04/2023 00:30,0,0,74.96,0,6.384,0
17/04/2023 00:45,0,0,76.16,0,6.312,0
17/04/2023 01:00,0,0,75.2,0,6.756,0
17/04/2023 01:15,0,0,74.24,0,5.82,0
17/04/2023 01:30,0,0,73.68,0,5.52,0
17/04/2023 01:45,0,0,73.12,0,5.796,0
17/04/2023 02:00,0,0,74,0,5.748,0
17/04/2023 02:15,0,0,71.6,0,7.344,0
17/04/2023 02:30,0,0,75.2,0,7.068,0
17/04/2023 02:45,0,0,73.04,0,7.836,0
17/04/2023 03:00,0,0,73.92,0,9,0
17/04/2023 03:15,0,0,74.24,0,7.596,0
17/04/2023 03:30,0,0,75.84,0,6.66,0
17/04/2023 03:45,0,0,77.04,0,6.84,0
17/04/2023 04:00,0,0,73.28,0,6.072,0
17/04/2023 04:15,0,0,73.84,0,6.264,0
17/04/2023 04:30,0,0,70.96,0,6.024,0
17/04/2023 04:45,0,0,73.44,0,6.492,0
17/04/2023 05:00,0,0,73.2,0,5.688,0
17/04/2023 05:15,0,0,75.12,0,6.276,0
17/04/2023 05:30,0,0,75.04,0,8.004,0
17/04/2023 05:45,0,0,76.4,0,9.612,0
17/04/2023 06:00,0,0,78,0,10.908,0
17/04/2023 06:15,0,0,81.28,0,12.06,0
17/04/2023 06:30,0,0,82.08,0,12.408,0
17/04/2023 06:45,0,0,82.64,0,12.912,0
17/04/2023 07:00,0,0,76.56,0,12.396,0
17/04/2023 07:15,0,0,86.96,0,12.78,0
17/04/2023 07:30,0,0,86.08,0,11.688,0
17/04/2023 07:45,0,0,94,0,16.548,0
17/04/2023 08:00,0,0,104.08,0,12.156,0
17/04/2023 08:15,0,0,94.96,0,12.912,0
17/04/2023 08:30,0,0,96.08,0,12.912,0
17/04/2023 08:45,0,0,93.52,0,11.472,0
17/04/2023 09:00,0,0,96.16,0,12.924,0
17/04/2023 09:15,0,0,86.96,0,10.512,0
17/04/2023 09:30,0,0,88.32,0,11.22,0
17/04/2023 09:45,0,0,85.6,0,9.444,0
17/04/2023 10:00,0,0,88.4,0,11.676,0
17/04/2023 10:15,0,0,90.24,0,12.24,0
17/04/2023 10:30,0,0,92.96,0,12.192,0
17/04/2023 10:45,0,0,86.64,0,10.488,0
17/04/2023 11:00,0,0,96.08,0,15.456,0
17/04/2023 11:15,0,0,98.48,0,9.048,0
17/04/2023 11:30,0,0,92.48,0,8.616,0
17/04/2023 11:45,0,0,96.8,0,13.812,0
17/04/2023 12:00,0,0,87.2,0,12.876,0
17/04/2023 12:15,0,0,92.24,0,11.352,0
17/04/2023 12:30,0,0,91.28,0,13.356,0
17/04/2023 12:45,0,0,94.4,0,10.08,0
17/04/2023 13:00,0,0,88.32,0,10.392,0
17/04/2023 13:15,0,0,91.12,0,10.884,0
17/04/2023 13:30,0,0,85.52,0,13.116,0
17/04/2023 13:45,0,0,86.08,0,10.896,0
17/04/2023 14:00,0,0,86.24,0,10.044,0
17/04/2023 14:15,0,0,83.52,0,10.404,0
17/04/2023 14:30,0,0,93.04,0,11.1,0
17/04/2023 14:45,0,0,93.52,0,11.484,0
17/04/2023 15:00,0,0,99.76,0,13.896,0
17/04/2023 15:15,0,0,94.4,0,12.024,0
17/04/2023 15:30,0,0,96.16,0,10.5,0
17/04/2023 15:45,0,0,96.96,0,9.444,0
17/04/2023 16:00,0,0,95.52,0,9.012,0
17/04/2023 16:15,0,0,84.24,0,8.508,0
17/04/2023 16:30,0,0,88.8,0,10.116,0
17/04/2023 16:45,0,0,82.48,0,10.956,0
17/04/2023 17:00,0,0,81.04,0,12.516,0
17/04/2023 17:15,0,0,78.72,0,11.4,0
17/04/2023 17:30,0,0,82.88,0,10.104,0
17/04/2023 17:45,0,0,86.56,0,10.26,0
17/04/2023 18:00,0,0,91.36,0,10.488,0
17/04/2023 18:15,0,0,92.8,0,11.1,0
17/04/2023 18:30,0,0,98.48,0,9.348,0
17/04/2023 18:45,0,0,88.32,0,11.808,0
17/04/2023 19:00,0,0,92.32,0,11.292,0
17/04/2023 19:15,0,0,94,0,13.668,0
17/04/2023 19:30,0,0,94.64,0,13.404,0
17/04/2023 19:45,0,0,98.32,0,12.768,0
17/04/2023 20:00,0,0,93.84,0,11.304,0
17/04/2023 20:15,0,0,94.64,0,8.94,0
17/04/2023 20:30,0,0,94.08,0,9.552,0
17/04/2023 20:45,0,0,95.36,0,7.86,0
17/04/2023 21:00,0,0,95.28,0,8.736,0
17/04/2023 21:15,0,0,94.64,0,8.592,0
17/04/2023 21:30,0,0,96,0,8.388,0
17/04/2023 21:45,0,0,90.8,0,9.024,0
17/04/2023 22:00,0,0,86.96,0,8.688,0
17/04/2023 22:15,0,0,92,0,9.54,0
17/04/2023 22:30,0,0,89.68,0,7.224,0
17/04/2023 22:45,0,0,88.8,0,7.2,0
17/04/2023 23:00,0,0,83.28,0,7.008,0
17/04/2023 23:15,0,0,80.72,0,7.284,0
17/04/2023 23:30,0,0,78.88,0,7.284,0
17/04/2023 23:45,0,0,80.4,0,7.356,0
18/04/2023 00:00,0,0,73.44,0,7.644,0
18/04/2023 00:15,0,0,76,0,6.516,0
18/04/2023 00:30,0,0,72.64,0,6.504,0
18/04/2023 00:45,0,0,72.08,0,6.54,0
18/04/2023 01:00,0,0,72.96,0,6.216,0
18/04/2023 01:15,0,0,73.52,0,6.108,0
18/04/2023 01:30,0,0,70.48,0,5.82,0
18/04/2023 01:45,0,0,72.16,0,5.676,0
18/04/2023 02:00,0,0,71.84,0,6.6,0
18/04/2023 02:15,0,0,70.56,0,5.748,0
18/04/2023 02:30,0,0,69.36,0,5.76,0
18/04/2023 02:45,0,0,71.52,0,6.312,0
18/04/2023 03:00,0,0,68,0,6.036,0
18/04/2023 03:15,0,0,70.16,0,6.504,0
18/04/2023 03:30,0,0,73.2,0,5.964,0
18/04/2023 03:45,0,0,73.44,0,6.42,0
18/04/2023 04:00,0,0,73.76,0,6.588,0
18/04/2023 04:15,0,0,73.52,0,7.248,0
18/04/2023 04:30,0,0,74.88,0,6.3,0
18/04/2023 04:45,0,0,73.36,0,6.732,0
18/04/2023 05:00,0,0,74.96,0,6.516,0
18/04/2023 05:15,0,0,74.48,0,7.2,0
18/04/2023 05:30,0,0,72.72,0,7.548,0
18/04/2023 05:45,0,0,76.96,0,9.216,0
18/04/2023 06:00,0,0,78,0,10.524,0
18/04/2023 06:15,0,0,76.56,0,10.164,0
18/04/2023 06:30,0,0,79.92,0,10.224,0
18/04/2023 06:45,0,0,83.44,0,9.9,0
18/04/2023 07:00,0,0,82.08,0,9.936,0
18/04/2023 07:15,0,0,87.44,0,10.428,0
18/04/2023 07:30,0,0,81.84,0,9.552,0
18/04/2023 07:45,0,0,81.68,0,12.252,0
18/04/2023 08:00,0,0,90.96,0,11.964,0
18/04/2023 08:15,0,0,88.24,0,11.388,0
18/04/2023 08:30,0,0,91.36,0,9.852,0
18/04/2023 08:45,0,0,91.68,0,10.548,0
18/04/2023 09:00,0,0,85.84,0,9.36,0
18/04/2023 09:15,0,0,82.32,0,10.764,0
18/04/2023 09:30,0,0,88.64,0,9.048,0
18/04/2023 09:45,0,0,98,0,7.596,0
18/04/2023 10:00,0,0,100.8,0,8.784,0
18/04/2023 10:15,0,0,100.32,0,9.744,0
18/04/2023 10:30,0,0,100.8,0,11.316,0
18/04/2023 10:45,0,0,93.04,0,9.396,0
18/04/2023 11:00,0,0,91.2,0,10.02,0
18/04/2023 11:15,0,0,88.48,0,10.608,0
18/04/2023 11:30,0,0,90,0,11.304,0
18/04/2023 11:45,0,0,89.52,0,12.048,0
18/04/2023 12:00,0,0,90.8,0,12.528,0
18/04/2023 12:15,0,0,99.04,0,11.376,0
18/04/2023 12:30,0,0,92.8,0,10.644,0
18/04/2023 12:45,0,0,97.92,0,11.208,0
18/04/2023 13:00,0,0,97.76,0,10.716,0
18/04/2023 13:15,0,0,91.44,0,10.956,0
18/04/2023 13:30,0,0,88.8,0,10.824,0
18/04/2023 13:45,0,0,90,0,12.276,0
18/04/2023 14:00,0,0,89.76,0,14.112,0
18/04/2023 14:15,0,0,83.84,0,14.904,0
18/04/2023 14:30,0,0,90,0,13.092,0
18/04/2023 14:45,0,0,93.04,0,13.584,0
18/04/2023 15:00,0,0,91.2,0,12.684,0
18/04/2023 15:15,0,0,89.84,0,13.812,0
18/04/2023 15:30,0,0,87.12,0,14.04,0
18/04/2023 15:45,0,0,84.88,0,12.036,0
18/04/2023 16:00,0,0,86.48,0,11.22,0
18/04/2023 16:15,0,0,105.44,0,13.14,0
18/04/2023 16:30,0,0,113.36,0,13.692,0
18/04/2023 16:45,0,0,115.28,0,12.9,0
18/04/2023 17:00,0,0,104.56,0,12.036,0
18/04/2023 17:15,0,0,103.12,0,12.156,0
18/04/2023 17:30,0,0,104,0,16.704,0
18/04/2023 17:45,0,0,104.08,0,11.268,0
18/04/2023 18:00,0,0,101.6,0,13.308,0
18/04/2023 18:15,0,0,84.8,0,16.704,0
18/04/2023 18:30,0,0,84.48,0,11.616,0
18/04/2023 18:45,0,0,86.88,0,12.42,0
18/04/2023 19:00,0,0,87.92,0,12.336,0
18/04/2023 19:15,0,0,89.28,0,12.768,0
18/04/2023 19:30,0,0,103.84,0,13.044,0
18/04/2023 19:45,0,0,98.32,0,13.74,0
