n_repeats,n_split,DesisionTreeRegressor_mse,SVR_mse,KNeighborsRegressor_mse,MLPRegressor_mse
52,2,0.5562222648395021,0.38745168748784153,0.4401003411420272,8.295048861342446
52,3,0.5027506524193422,0.32220052426636203,0.49517475127173793,0.6340840390991506
52,4,0.603264802551288,0.4177098918941251,0.5106202781166117,0.5756494252633975
53,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,0.428525649323091
53,1,0.5121787889089747,0.3260534657211705,0.49470205810673534,0.43945663962455245
53,2,0.5423324517107677,0.38745168748784153,0.4401003411420272,1.2089233497808878
53,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.42041478713217556
53,4,0.6039250518585886,0.4177098918941251,0.5106202781166117,0.5895059202765842
54,0,0.5366302390801685,0.3101147889709212,0.3416604662610591,1.1757223397076937
54,1,0.5121787889089748,0.3260534657211705,0.49470205810673534,0.4726077117559344
54,2,0.5492037699343014,0.38745168748784153,0.4401003411420272,3.727316971692093
54,3,0.502750652419342,0.32220052426636203,0.49517475127173793,1.0528665677752926
54,4,0.6039250518585887,0.4177098918941251,0.5106202781166117,0.4406840000258779
55,0,0.5366302390801685,0.3101147889709212,0.3416604662610591,1.574851518896807
55,1,0.5237313099799548,0.3260534657211705,0.49470205810673534,0.42247464456728145
55,2,0.5423324517107677,0.38745168748784153,0.4401003411420272,6.402275488708754
55,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.5897934943639808
55,4,0.6032648025512881,0.4177098918941251,0.5106202781166117,0.5269145606504071
56,0,0.5366302390801688,0.3101147889709212,0.3416604662610591,3.2853892593810103
56,1,0.5121787889089746,0.3260534657211705,0.49470205810673534,0.5175899155979188
56,2,0.5423324517107676,0.38745168748784153,0.4401003411420272,0.6226508309566061
56,3,0.5027506524193421,0.32220052426636203,0.49517475127173793,0.6090463677157224
56,4,0.6032648025512881,0.4177098918941251,0.5106202781166117,0.4527057903498452
57,0,0.5366302390801686,0.3101147889709212,0.3416604662610591,0.9127059377358557
57,1,0.5237313099799547,0.3260534657211705,0.49470205810673534,0.5317137496335588
57,2,0.5492037699343015,0.38745168748784153,0.4401003411420272,1.5138584156171573
57,3,0.5027506524193425,0.32220052426636203,0.49517475127173793,0.5294989749577663
57,4,0.6039250518585888,0.4177098918941251,0.5106202781166117,0.47016078735951583
58,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,1.2713289420124307
58,1,0.5237313099799548,0.3260534657211705,0.49470205810673534,0.5178066259619463
58,2,0.5423324517107676,0.38745168748784153,0.4401003411420272,0.6214836324692389
58,3,0.5027506524193419,0.32220052426636203,0.49517475127173793,0.49059894628770223
58,4,0.6039250518585887,0.4177098918941251,0.5106202781166117,0.5958970814952422
59,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,1.5671324430150693
59,1,0.5237313099799547,0.3260534657211705,0.49470205810673534,0.5698201417659895
59,2,0.5492037699343014,0.38745168748784153,0.4401003411420272,0.8357847835342261
59,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.5163213405012947
59,4,0.6039250518585888,0.4177098918941251,0.5106202781166117,0.6882986159238896
60,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,0.4645332822525329
60,1,0.5121787889089748,0.3260534657211705,0.49470205810673534,0.487283908095513
60,2,0.556222264839502,0.38745168748784153,0.4401003411420272,0.8006008991067918
60,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.5035255186061207
60,4,0.6039250518585887,0.4177098918941251,0.5106202781166117,0.4895036961051777
61,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,1.2818791202431439
61,1,0.5237313099799547,0.3260534657211705,0.49470205810673534,0.49671592003045634
61,2,0.5423324517107677,0.38745168748784153,0.4401003411420272,3.8921785949827163
61,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.779632256824833
61,4,0.6039250518585885,0.4177098918941251,0.5106202781166117,0.5748640654485159
62,0,0.5366302390801685,0.3101147889709212,0.3416604662610591,2.0951895029420444
62,1,0.5121787889089748,0.3260534657211705,0.49470205810673534,0.4262158595198844
62,2,0.5630935830630357,0.38745168748784153,0.4401003411420272,0.8966482445106055
62,3,0.5027506524193422,0.32220052426636203,0.49517475127173793,0.49402081514614593
62,4,0.6039250518585885,0.4177098918941251,0.5106202781166117,0.6988553408927046
63,0,0.5366302390801685,0.3101147889709212,0.3416604662610591,1.6733093296831334
63,1,0.5237313099799548,0.3260534657211705,0.49470205810673534,0.538030284688578
63,2,0.5423324517107675,0.38745168748784153,0.4401003411420272,0.8139962698289593
63,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.4771603392620435
63,4,0.6032648025512881,0.4177098918941251,0.5106202781166117,0.7418389757017405
64,0,0.5366302390801685,0.3101147889709212,0.3416604662610591,1.0928049337660375
64,1,0.5121787889089747,0.3260534657211705,0.49470205810673534,0.4744873340163825
64,2,0.5492037699343016,0.38745168748784153,0.4401003411420272,0.8896406826764305
64,3,0.5027506524193421,0.32220052426636203,0.49517475127173793,0.6212087910420714
64,4,0.6039250518585887,0.4177098918941251,0.5106202781166117,0.7037572826285122
65,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,4.000127915751006
65,1,0.5237313099799547,0.3260534657211705,0.49470205810673534,0.5493673854466828
65,2,0.5492037699343015,0.38745168748784153,0.4401003411420272,2.7368725531680593
65,3,0.5027506524193422,0.32220052426636203,0.49517475127173793,0.48973859712869827
65,4,0.6039250518585887,0.4177098918941251,0.5106202781166117,0.5700966127046472
66,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,2.116353502155393
66,1,0.5237313099799548,0.3260534657211705,0.49470205810673534,0.576584878758676
66,2,0.5492037699343014,0.38745168748784153,0.4401003411420272,1.6031599438093247
66,3,0.5027506524193422,0.32220052426636203,0.49517475127173793,0.5049297090624608
66,4,0.6039250518585886,0.4177098918941251,0.5106202781166117,0.6251066719503777
67,0,0.5366302390801687,0.3101147889709212,0.3416604662610591,0.9452277909718219
67,1,0.5121787889089746,0.3260534657211705,0.49470205810673534,0.5664974213665535
67,2,0.5423324517107676,0.38745168748784153,0.4401003411420272,2.183598827300667
67,3,0.502750652419342,0.32220052426636203,0.49517475127173793,0.5153602064286169
67,4,0.6039250518585888,0.4177098918941251,0.5106202781166117,0.5568280295018768
68,0,0.5366302390801685,0.3101147889709212,0.3416604662610591,0.8759662101894861
