placement,scenario,SerialNo,Timestamp,roll,pitch,yaw,XCalibAccel,YCalibAccel,ZCalibAccel,XCalibGyro,YCalibGyro,ZCalibGyro,XCalibMag,YCalibMag,ZCalibMag,XLinAccel,YLinAccel,ZLinAccel,quat0,quat1,quat2,quat3,quat_check,magnitude,timestamp_2,time,label
a,s01,35844,358440,168.65523795344367,13.23532885998735,93.50959372807249,0.231323,0.987671,-0.009155,-0.756264,0.902176,0.454903,-31.78302,-30.456741,3.042831,0.00238,0.014359,0.005417,0.685593,0.7121569999999999,-0.01054,0.150598,0.999999,1.0144398200953075,6560,1548162603574,001_Stand
a,s01,35845,358450,168.65453278559775,13.237021162115896,93.50392154755302,0.225952,0.97937,-0.014526,-0.634193,0.07820099999999999,0.271797,-30.733017,-31.056747,2.442825,-0.003021,0.006058,-6.1e-05,0.685629,0.71212,-0.010554,0.150612,0.999999,1.0052019239336942,6570,1548162603584,001_Stand
a,s01,35846,358460,168.6544974188706,13.23567433832456,93.5032849326209,0.22644,0.989624,-0.013062,-0.17643,0.169754,0.210762,-29.983017,-32.10675,3.642838,-0.002502,0.016312,0.001389,0.685633,0.712118,-0.010546,0.150604,0.999999,1.0152838769624977,6580,1548162603594,001_Stand
a,s01,35847,358470,168.64755964322765,13.23830636912713,93.48942033215332,0.224487,0.991089,-0.004761,-1.2750629999999998,0.658035,0.454903,-29.983017,-32.10675,3.642838,-0.004501,0.017776,0.009415,0.685719,0.712023,-0.01054,0.15066,0.999999,1.0162059270694104,6590,1548162603603,001_Stand
a,s01,35848,358480,168.63975763747106,13.240816961637508,93.48090982751681,0.223511,0.977417,-0.012573,-0.908852,0.7801060000000001,0.393867,-29.833008000000003,-31.956741,3.492828,-0.005524,0.004105,0.001419,0.685773,0.711959,-0.010521,0.150721,0.999999,1.0027259043921226,6600,1548162603613,001_Stand
a,s01,35849,358490,168.63971659113287,13.239141008255558,93.48020016650408,0.221069,0.973999,-0.012573,-0.145912,0.108719,-0.000954,-29.083008000000003,-32.556746999999994,3.492828,-0.007935,0.000687,0.001419,0.6857770000000001,0.711957,-0.010511,0.15071099999999998,0.999999,0.9988511576261,6610,1548162603622,001_Stand
a,s01,35850,358500,168.62907237206656,13.242321559480066,93.47211259518346,0.247436,0.967163,-0.010132,-0.817299,1.054764,-0.123024,-28.633011,-31.956741,2.742828,0.018372,-0.0061340000000000006,0.003677,0.685828,0.7118909999999999,-0.010479,0.150793,0.999999,0.9983644124712178,6620,1548162603632,001_Stand
a,s01,35851,358510,168.61905175471406,13.244600848148012,93.47693655823274,0.239136,0.978393,-0.031128,0.065804,1.115799,0.027657,-28.633011,-31.956741,2.742828,0.01004,0.005096,-0.017287999999999998,0.6857989999999999,0.711904,-0.010428,0.150867,0.999999,1.0076744719049897,6630,1548162603642,001_Stand
a,s01,35852,358520,168.61177799150857,13.247061970566945,93.47367482007068,0.229858,0.986206,-0.016968,-0.451088,0.749588,0.302315,-29.53302,-32.10675,2.142838,0.000717,0.012924,-0.00322,0.68582,0.7118720000000001,-0.010405,0.150925,0.999999,1.012780769773992,6640,1548162603651,001_Stand
a,s01,35853,358530,168.61232486392078,13.24822457819373,93.47650959212189,0.235718,0.978882,-0.026245,-0.390053,0.47493,-0.031471,-30.733017,-31.35675,3.192825,0.006561,0.0056,-0.012451,0.685802,0.711888,-0.010412,0.150929,0.999999,1.007204917319708,6650,1548162603661,001_Stand
a,s01,35854,358540,168.60731703091105,13.243778032479845,93.47638138780223,0.236694,0.9906,-0.018921,-0.023842,0.5359649999999999,-0.55027,-30.733017,-31.35675,3.192825,0.007614,0.017303,-0.0051270000000000005,0.685804,0.7118869999999999,-0.010354,0.15093199999999998,0.999999,1.0186610888205163,6660,1548162603670,001_Stand
a,s01,35855,358550,168.60490629123802,13.240217703800633,93.46802923941868,0.227417,0.985718,-0.007201999999999998,-0.634193,0.200272,-0.275612,-31.03302,-30.156738,3.492828,-0.001602,0.012405,0.0064540000000000005,0.685855,0.711839,-0.010328,0.150924,0.999999,1.0116374529528849,6670,1548162603680,001_Stand
a,s01,35856,358560,168.60810074581968,13.241107579315637,93.46386643978927,0.235229,0.980835,-0.020386,-0.603676,-0.286102,-0.000954,-28.633011,-32.256744,3.492828,0.006195,0.007523,-0.006790000000000001,0.6858810000000001,0.711817,-0.010358,0.15091,0.999999,1.0088535912916206,6680,1548162603690,001_Stand
a,s01,35857,358570,168.61419509436865,13.237504810846922,93.45470834689571,0.224976,0.983764,-0.014038,-0.8783340000000001,-0.621796,-0.214577,-28.633011,-32.256744,3.492828,-0.004013,0.010437,-0.0005650000000000001,0.685937,0.711775,-0.010383,0.150851,0.999999,1.009258576240995,6690,1548162603699,001_Stand
a,s01,35858,358580,168.61948656434035,13.236369218392003,93.4486335512897,0.236206,0.973999,-0.021851,-0.7867810000000001,-0.499725,-0.275612,-31.333008000000003,-31.956741,3.792831,0.007248,0.000671,-0.008453,0.685974,0.711747,-0.010415,0.150812,0.999999,1.0024693474805102,6700,1548162603709,001_Stand
a,s01,35859,358590,168.62319434701038,13.231518019640284,93.44237761955274,0.222046,0.986694,-0.019897,-0.695229,-0.347137,-0.275612,-29.983017,-32.10675,4.3928379999999985,-0.006836,0.013336,-0.006577,0.686013,0.711721,-0.010414,0.15075999999999998,0.999999,1.0115657993235043,6710,1548162603718,001_Stand
a,s01,35860,358600,168.6285613973037,13.22681371856122,93.4260845838911,0.203003,0.979858,-0.008667,-1.488686,-0.56076,0.119209,-29.983017,-32.10675,4.3928379999999985,-0.025803,0.006485,0.00441,0.686113,0.711637,-0.010437,0.150698,0.999999,1.0007032702364873,6720,1548162603728,001_Stand
a,s01,35861,358610,168.63448435033462,13.22933868624929,93.41635819439355,0.241577,0.987182,-0.028687,-1.397133,-0.530243,0.058174,-31.333008000000003,-31.956741,3.792831,0.012741,0.013824,-0.015762,0.686172,0.711583,-0.010501,0.150677,0.999999,1.0167156397056158,6730,1548162603738,001_Stand
a,s01,35862,358620,168.6456523668045,13.228417841568263,93.40724623214034,0.233276,0.979858,-0.015991,-1.000404,-1.110077,-0.153542,-29.983017,-30.60675,3.642838,0.004456,0.006485,-0.003174,0.686228,0.711544,-0.010573,0.150604,0.999999,1.0073703908796403,6740,1548162603747,001_Stand
a,s01,35863,358630,168.65480349593605,13.23167810397859,93.39583250051153,0.2323,0.987671,-0.012573,-1.244545,-0.926971,0.36335,-29.983017,-30.60675,3.642838,0.003418,0.014313,7.6e-05,0.686297,0.711483,-0.010663,0.150568,0.999999,1.0146996474671706,6750,1548162603757,001_Stand
a,s01,35864,358640,168.65350033446032,13.229291370504109,93.38131693235744,0.22937,0.984253,-0.001831,-1.214027,0.07820099999999999,-0.214577,-30.733017,-32.10675,2.142838,0.000534,0.01088,0.010574,0.686387,0.711398,-0.010659,0.15056,0.999999,1.0106274869950846,6760,1548162603766,001_Stand
a,s01,35865,358650,168.66022928304454,13.236661930752797,93.3758755367572,0.238159,0.978882,-0.023315,-0.969887,-0.621796,0.607491,-30.133011,-31.206741,3.792831,0.009186,0.005539,-0.011002,0.6864210000000001,0.711364,-0.010753,0.150564,0.999999,1.0077069357853998,6770,1548162603776,001_Stand
a,s01,35866,358660,168.66473489652887,13.235502602173955,93.36376357572347,0.225952,0.978882,-0.015015,-1.30558,-0.43869,-0.031471,-31.03302,-31.956741,4.092834,-0.002991,0.005524,-0.002884,0.686496,0.711299,-0.010788,0.150529,0.999999,1.0047336594605558,6780,1548162603786,001_Stand
a,s01,35867,358670,168.66344633926548,13.237181766740338,93.3555398917914,0.22888200000000006,0.991577,-0.008179,-0.7867810000000001,0.108719,0.271797,-31.03302,-31.956741,4.092834,-9.2e-05,0.018234,0.003799,0.686546,0.711246,-0.010802,0.150546,0.999999,1.0176830611216834,6790,1548162603795,001_Stand
a,s01,35868,358680,168.6611859086082,13.24267153988924,93.34771835923254,0.226929,0.983276,-0.009644,-0.8783340000000001,0.230789,0.6685260000000001,-31.483017,-32.85675,2.892838,-0.002136,0.009949,0.002182,0.686595,0.7111890000000001,-0.010834,0.150592,0.999999,1.0091687024244262,6800,1548162603805,001_Stand
a,s01,35869,358690,168.66337989232923,13.247030730365866,93.33467708662464,0.228393,0.9823,-0.015991,-1.549721,-0.19455,0.515938,-30.433014,-32.406738,2.892838,-0.0007480000000000001,0.008987,-0.0043950000000000005,0.686675,0.711108,-0.010892,0.150604,0.999999,1.0086289528513446,6810,1548162603814,001_Stand
a,s01,35870,358700,168.65969607659125,13.249725952591389,93.33205197621903,0.22644,0.990112,-0.015015,-0.390053,0.383377,0.424385,-30.433014,-32.406738,2.892838,-0.002747,0.016815,-0.003494,0.6866909999999999,0.711084,-0.010891,0.150642,0.999999,1.0157865407500732,6820,1548162603824,001_Stand
a,s01,35871,358710,168.65918917661276,13.255795541458491,93.32348916749409,0.224487,0.978393,-0.003296,-0.847816,0.017166,0.7600779999999999,-30.433014,-30.60675,3.192825,-0.004807,0.005111999999999999,0.008057,0.6867449999999999,0.711024,-0.010938,0.15068099999999998,0.999999,1.0038217666667724,6830,1548162603833,001_Stand
a,s01,35872,358720,168.65961698871126,13.254707715292431,93.32465766830349,0.224487,0.974487,-0.017943999999999998,-0.145912,0.07820099999999999,0.48542,-29.233017,-31.656738,1.842834,-0.004790999999999999,0.001205,-0.006561,0.686738,0.711033,-0.010932,0.150672,0.999999,1.0001706421776235,6840,1548162603843,001_Stand
a,s01,35873,358730,168.65924906123914,13.254873886223102,93.32309954505533,0.229858,0.972046,-0.003784000000000001,-0.206947,0.322342,0.393867,-29.233017,-31.656738,1.842834,0.00058,-0.001236,0.007568000000000002,0.686747,0.711023,-0.010933,0.150675,0.999999,0.9988605733214221,6850,1548162603853,001_Stand
a,s01,35874,358740,168.65910765364654,13.254743682072855,93.32259743239169,0.232788,0.991577,-0.009644,0.157356,0.108719,0.24128,-30.733017,-32.10675,2.142838,0.00351,0.018295,0.001709,0.68675,0.71102,-0.010932,0.150675,0.999999,1.0185814678311207,6860,1548162603862,001_Stand
a,s01,35875,358750,168.65678360504472,13.265681364186282,93.322066301615,0.236206,0.988647,-0.014526,-0.359535,0.261307,1.065254,-30.733017,-31.35675,3.192825,0.006744,0.015411,-0.003235,0.686754,0.7109989999999999,-0.010989,0.150755,0.999999,1.0165761996628682,6870,1548162603872,001_Stand
a,s01,35876,358760,168.6573292343426,13.272309490534715,93.32413425619097,0.223022,0.980835,-0.011597,0.065804,-0.041962,0.882149,-30.733017,-31.35675,3.192825,-0.006546,0.007614,-0.00029,0.6867409999999999,0.7110029999999999,-0.011032,0.150792,0.999999,1.005937672084111,6880,1548162603881,001_Stand
a,s01,35877,358770,168.65404691623982,13.277709876836909,93.332767992806,0.2323,0.971557,-0.020386,0.5846020000000001,0.383377,0.48542,-31.78302,-31.956741,2.292831,0.00264,-0.001633,-0.008971999999999999,0.6866869999999999,0.711043,-0.011036,0.150845,0.999999,0.9991505808660676,6890,1548162603891,001_Stand
a,s01,35878,358780,168.6468573041149,13.278141813637705,93.33757534736971,0.224487,0.979858,-0.022339,0.248909,0.7801060000000001,0.180244,-30.433014,-31.35675,2.142838,-0.005188,0.006668,-0.010864,0.686658,0.711062,-0.01099,0.150891,0.999999,1.0054924884125191,6900,1548162603901,001_Stand
a,s01,35879,358790,168.64722937740876,13.275675776071822,93.33860763024556,0.222534,0.991577,-0.019409,0.248909,0.444412,-0.092506,-30.433014,-31.35675,2.142838,-0.0070950000000000015,0.018372,-0.007918999999999999,0.686652,0.711072,-0.010975,0.150874,0.999999,1.016426602055456,6910,1548162603910,001_Stand
a,s01,35880,358800,168.6427576227893,13.277075160212865,93.34741663149816,0.243042,0.97937,-0.014038,0.828743,0.47493,-0.123024,-29.983017,-31.656738,3.642838,0.013382,0.00618,-0.002411,0.6865979999999999,0.711117,-0.010946,0.15091,0.999999,1.0091739573076588,6920,1548162603920,001_Stand
a,s01,35881,358810,168.64266444241198,13.275561594085142,93.35412975027343,0.227417,0.977417,-0.003296,0.920296,-0.041962,-0.092506,-31.483017,-32.406738,3.192825,-0.002213,0.004227000000000001,0.008438,0.686556,0.711159,-0.010927,0.150902,0.999999,1.0035304416877446,6930,1548162603929,001_Stand
a,s01,35882,358820,168.63891076150028,13.27245877291281,93.35790335128999,0.234741,0.980835,-0.0076900000000000015,0.554085,0.35285900000000003,-0.397682,-30.433014,-31.35675,2.442825,0.005173,0.007629,0.004105,0.686533,0.7111810000000001,-0.01088,0.15090599999999998,0.999999,1.0085632208275297,6940,1548162603939,001_Stand
a,s01,35883,358830,168.64164928804823,13.269932927073333,93.36394980169442,0.234253,0.991089,-0.011108,0.706673,-0.286102,-0.275612,-30.433014,-31.35675,2.442825,0.004715,0.017868000000000002,0.0008089999999999999,0.686496,0.711224,-0.010872,0.150875,0.999999,1.0184572949289528,6950,1548162603949,001_Stand
a,s01,35884,358840,168.6416147532967,13.271558213405333,93.36416267890161,0.242065,0.993042,-0.011597,0.401497,0.07820099999999999,0.424385,-30.133011,-30.756744,3.792831,0.012512,0.019836000000000003,0.00032,0.6864939999999999,0.7112229999999999,-0.010882,0.150885,0.999999,1.0221850949793778,6960,1548162603958,001_Stand
a,s01,35885,358850,168.6416076750606,13.263747365098675,93.36640087368706,0.2323,0.983276,-0.005249,0.554085,-0.041962,-0.8249280000000001,-29.383011,-31.956741,1.992828,0.002869,0.01004,0.006744,0.68648,0.7112470000000001,-0.010829,0.150838,0.999999,1.0103576268712977,6970,1548162603968,001_Stand
a,s01,35886,358860,168.64159955745413,13.262895758235581,93.3667086916703,0.233276,1.006714,-0.014526,0.370979,0.169754,-0.184059,-29.383011,-31.956741,1.992828,0.00386,0.033477999999999994,-0.002533,0.686479,0.71125,-0.010823,0.150833,0.999999,1.0334900941218546,6980,1548162603977,001_Stand
a,s01,35887,358870,168.64158559732246,13.262386877796125,93.36642716885524,0.230347,0.987671,-0.011108,-0.145912,0.047684,-0.397682,-29.983017,-32.85675,2.442825,0.000946,0.01442,0.0008849999999999998,0.686481,0.711249,-0.01082,0.15083,0.999999,1.0142372169832854,6990,1548162603987,001_Stand
a,s01,35888,358880,168.64206409409806,13.260855006205256,93.36798731919238,0.225464,0.986206,-0.021362,-0.084877,-0.469208,-0.367165,-29.383011,-31.506744,2.742828,-0.003906,0.012955,-0.009338,0.686471,0.7112609999999999,-0.010811,0.150818,0.999999,1.0118757951329795,7000,1548162603997,001_Stand
a,s01,35889,358890,168.64641960419638,13.257924040125305,93.36488566197058,0.221558,0.980346,-0.02478,-0.542641,-0.377655,-0.092506,-29.383011,-31.506744,2.742828,-0.007767,0.00708,-0.012787,0.6864899999999999,0.711252,-0.010822,0.150774,0.999999,1.0053756887253638,7010,1548162604006,001_Stand
a,s01,35890,358900,168.64689492547646,13.257870547689095,93.36678423836184,0.231323,0.983276,-0.021362,-0.267982,-0.255585,-0.306129,-30.133011,-30.756744,3.042831,0.001999,0.01001,-0.009323,0.6864779999999999,0.711264,-0.010822,0.15077100000000002,0.999999,1.0103456624091578,7020,1548162604016,001_Stand
a,s01,35891,358910,168.6471751732265,13.257144983515678,93.36756491928683,0.227905,0.981811,-0.016479,-0.17643,0.017166,-0.092506,-30.733017,-30.306747,4.3928379999999985,-0.001404,0.008545,-0.004425,0.686473,0.71127,-0.010818,0.150765,0.999999,1.0080501407107685,7030,1548162604025,001_Stand
a,s01,35892,358920,168.6481108390209,13.25582457220038,93.3622029751748,0.229858,0.983764,-0.016968,-0.634193,-0.072479,-0.092506,-30.733017,-30.306747,4.3928379999999985,0.0005650000000000001,0.010498,-0.005005,0.686507,0.711241,-0.010822,0.150751,0.999999,1.0104029992453507,7040,1548162604035,001_Stand
a,s01,35893,358930,168.65377796807937,13.250437376379795,93.35692577481896,0.222534,0.975464,-0.003784000000000001,-0.237465,-0.621796,-0.397682,-28.633011,-31.206741,3.042831,-0.006668,0.002167,0.008133,0.686538,0.711224,-0.010828,0.15068399999999998,0.999999,1.0005327156610122,7050,1548162604045,001_Stand
a,s01,35894,358940,168.65390254319854,13.250043781386324,93.35781387330344,0.227905,0.975464,-0.015991,-0.084877,-0.408173,-0.000954,-31.183014,-32.10675,2.442825,-0.001282,0.002167,-0.004059,0.686533,0.71123,-0.010825,0.15068099999999998,0.999999,1.0018614756551925,7060,1548162604054,001_Stand
a,s01,35895,358950,168.6536738945703,13.248846476823434,93.3562476908733,0.223022,0.972046,-0.006226,-0.329018,-0.377655,-0.153542,-31.183014,-32.10675,2.442825,-0.006149,-0.001251,0.005692,0.686543,0.711222,-0.010818,0.150675,0.999999,0.9973219147677445,7070,1548162604064,001_Stand
a,s01,35896,358960,168.65369587461433,13.250356553219227,93.35692473777526,0.235718,0.970093,-0.01355,0.370979,-0.408173,0.24128,-31.78302,-31.956741,2.742828,0.006516,-0.003204,-0.001633,0.686538,0.711224,-0.010827,0.15068399999999998,0.999999,0.9984122428501164,7080,1548162604073,001_Stand
a,s01,35897,358970,168.66185651941012,13.246337610331931,93.35645608045712,0.224487,0.991089,-0.009155,0.096321,-0.835419,-0.214577,-29.833008000000003,-31.506744,3.492828,-0.004639,0.017776,0.002808,0.686541,0.711237,-0.01085,0.150611,0.999999,1.0162360125064451,7090,1548162604083,001_Stand
a,s01,35898,358980,168.6644186984014,13.240242003251927,93.35888159244755,0.231811,0.9823,-0.009155,0.462532,-0.286102,-0.6418229999999999,-28.183014,-32.556746999999994,2.292831,0.002777,0.008971999999999999,0.002884,0.686525,0.711263,-0.010823,0.150559,0.999999,1.0093232602818585,7100,1548162604093,001_Stand
a,s01,35899,358990,168.67348422882824,13.239426663549615,93.35912316317203,0.230347,0.975952,-0.015991,-0.054359000000000005,-0.8964540000000001,-0.092506,-28.183014,-32.556746999999994,2.292831,0.001328,0.002609,-0.003922,0.686523,0.711277,-0.010871,0.1505,0.999999,1.0028946897825315,7110,1548162604102,001_Stand
a,s01,35900,359000,168.6783097947659,13.23314139497084,93.35700396909057,0.236694,0.977905,-0.014038,-0.115395,-0.499725,-0.794411,-31.78302,-31.956741,3.042831,0.007781999999999998,0.004547,-0.001953,0.6865359999999999,0.711279,-0.010862,0.15043299999999998,0.999999,1.0062401821160791,7120,1548162604112,001_Stand
a,s01,35901,359010,168.6822252953342,13.227415383770783,93.35738554119486,0.235229,0.985229,-0.017943999999999998,0.035286,-0.377655,-0.6723399999999999,-30.433014,-32.406738,3.942825,0.006423999999999999,0.011841,-0.005829,0.686533,0.711294,-0.010848,0.150375,0.999999,1.013079884322061,7130,1548162604121,001_Stand
a,s01,35902,359020,168.6864436727644,13.220487534299842,93.35776310332383,0.223999,0.986694,-0.016479,0.096321,-0.408173,-0.55027,-30.433014,-32.406738,3.942825,-0.004684000000000001,0.01329,-0.004303,0.686531,0.7113109999999999,-0.010828,0.150308,0.999999,1.0119348591080355,7140,1548162604131,001_Stand
a,s01,35903,359030,168.68678862804884,13.217675736262061,93.35855809375862,0.217163,0.980346,-0.018433,0.065804,-0.19455,-0.123024,-31.78302,-30.756744,2.742828,-0.011475,0.006927,-0.006241,0.686526,0.71132,-0.010811,0.150289,0.999999,1.0042797537409585,7150,1548162604140,001_Stand
a,s01,35904,359040,168.68696084252267,13.217345015626734,93.35928535829365,0.226929,0.972534,-0.016479,0.432014,-0.19455,-0.153542,-30.733017,-31.056747,1.842834,-0.001709,-0.0008849999999999998,-0.004272,0.686521,0.711325,-0.010809,0.150286,0.999999,0.9987946283586032,7160,1548162604150,001_Stand
a,s01,35905,359050,168.6905641053135,13.210550334465642,93.36518674856674,0.229858,0.963257,-0.022827,0.523567,-0.31662,-0.794411,-30.733017,-31.056747,1.842834,0.001343,-0.010193,-0.010483,0.686485,0.711374,-0.010779,0.150224,0.999999,0.9905654042727314,7170,1548162604160,001_Stand
a,s01,35906,359060,168.68937872630886,13.206623820214356,93.37275513591045,0.231323,0.970581,-0.023804,0.61512,0.169754,-0.489235,-30.733017,-30.60675,1.842834,0.002869,-0.002884,-0.011322,0.686438,0.7114229999999999,-0.010737,0.15020799999999998,0.999999,0.9980503185240712,7180,1548162604169,001_Stand
a,s01,35907,359070,168.68765551110567,13.199939462040925,93.37427756581971,0.227417,0.972534,-0.019409,0.157356,0.200272,-0.6723399999999999,-30.433014,-31.656738,2.442825,-0.000931,-0.000961,-0.006881999999999999,0.686429,0.711439,-0.010682,0.150178,0.999999,0.9989582485399476,7190,1548162604179,001_Stand
a,s01,35908,359080,168.68924459884988,13.197937614398244,93.380860698016,0.234741,0.975952,-0.008179,0.828743,-0.19455,-0.336647,-30.433014,-31.656738,2.442825,0.006439,0.002457,0.004471,0.686388,0.711483,-0.01067,0.15015699999999998,0.999999,1.0038189774187376,7200,1548162604188,001_Stand
a,s01,35909,359090,168.6850805064281,13.191759105686101,93.38686883145465,0.225952,0.983276,-0.012085,0.767708,0.413895,-0.55027,-29.983017,-31.056747,2.892838,-0.002258,0.009766,0.000671,0.686351,0.711522,-0.010598,0.150145,0.999999,1.0089757408902358,7210,1548162604198,001_Stand
a,s01,35910,359100,168.6799336806958,13.185597860493667,93.39308747346838,0.230347,0.985718,-0.011108,0.828743,0.505447,-0.6418229999999999,-30.433014,-30.60675,3.192825,0.002243,0.012177,0.001755,0.6863130000000001,0.711561,-0.01052,0.15013900000000002,0.999999,1.012335469889799,7220,1548162604208,001_Stand
a,s01,35911,359110,168.67364294294651,13.184444018636132,93.39800633164587,0.2323,0.980346,-0.012573,0.554085,0.627518,-0.184059,-30.433014,-30.60675,3.192825,0.004227000000000001,0.006804999999999999,0.000351,0.686283,0.711584,-0.010469,0.15017,0.999999,1.0075711637621434,7230,1548162604217,001_Stand
a,s01,35912,359120,168.67434521529955,13.182615385721661,93.4006254274351,0.221069,0.980346,-0.026733,0.218391,0.047684,-0.397682,-30.583008000000003,-32.256744,3.042831,-0.006973,0.006790000000000001,-0.013748,0.686267,0.711603,-0.010458,0.15015499999999998,0.999999,1.005318076911979,7240,1548162604227,001_Stand
a,s01,35913,359130,168.67446134265947,13.174963770511116,93.40036594816742,0.224976,0.990112,-0.015503,0.096321,-0.011444,-0.6418229999999999,-32.683014,-31.656738,2.142838,-0.002945,0.016525,-0.002487,0.6862689999999999,0.711612,-0.01041,0.150108,0.999999,1.0154685205012517,7250,1548162604236,001_Stand
a,s01,35914,359140,168.67451858632683,13.177163129100451,93.40068708155343,0.240112,0.981811,-0.012573,0.187874,0.230789,-0.214577,-30.583008000000003,-29.706741,0.7928310000000001,0.012161,0.00824,0.000427,0.686267,0.711611,-0.010424,0.150121,0.999999,1.0108237693060054,7260,1548162604246,001_Stand
a,s01,35915,359150,168.67437693400697,13.175390328480745,93.39981149443305,0.223999,0.992553,-0.011108,-0.512123,0.07820099999999999,-0.336647,-30.583008000000003,-29.706741,0.7928310000000001,-0.003922,0.018967,0.001892,0.686272,0.711608,-0.010413,0.150111,0.999999,1.0175757453251328,7270,1548162604256,001_Stand
a,s01,35916,359160,168.67441815973444,13.171480975481831,93.39924905327453,0.21521,0.998901,-0.014526,-0.115395,0.108719,-0.184059,-30.583008000000003,-32.256744,2.742828,-0.01265,0.025299,-0.001526,0.686275,0.7116100000000001,-0.010389,0.150087,0.999999,1.0219244378020325,7280,1548162604265,001_Stand
a,s01,35917,359170,168.6744045314348,13.172614910338321,93.399341185224,0.235718,0.984741,-0.012573,-0.42057,0.07820099999999999,-0.123024,-30.433014,-32.406738,2.892838,0.007843000000000001,0.011154,0.000427,0.686275,0.711609,-0.010396,0.150094,0.999999,1.0126380858598991,7290,1548162604275,001_Stand
a,s01,35918,359180,168.66475200443602,13.16908914301887,93.3957120446784,0.232788,0.973511,-0.017943999999999998,-0.42057,0.993729,-0.489235,-30.433014,-32.406738,2.892838,0.004974,-9.2e-05,-0.005035,0.686299,0.71158,-0.010321,0.15013,0.999999,1.0011173293880191,7300,1548162604284,001_Stand
a,s01,35919,359190,168.66483969917718,13.170827837646405,93.39625837563695,0.238647,0.982788,-0.014526,-0.512123,0.291824,0.088692,-30.133011,-30.456741,1.5428309999999998,0.010803,0.009186,-0.001602,0.686295,0.711581,-0.010332,0.15014,0.999999,1.0114522471323102,7310,1548162604294,001_Stand
a,s01,35920,359200,168.66437836222133,13.17429987578946,93.38742630053905,0.237671,0.975464,-0.0076900000000000015,-0.8783340000000001,0.017166,0.149727,-31.03302,-31.956741,3.492828,0.009766,0.001877,0.005065999999999999,0.68635,0.7115229999999999,-0.010363,0.15016300000000002,0.999999,1.004030206536138,7320,1548162604304,001_Stand
a,s01,35921,359210,168.6641556277765,13.174760766190559,93.38640598800428,0.22937,0.970093,-0.007201999999999998,-0.023842,0.291824,-0.275612,-31.03302,-31.956741,3.492828,0.00145,-0.003494,0.005524,0.6863560000000001,0.711516,-0.010366,0.150167,0.999999,0.996866537884084,7330,1548162604313,001_Stand
a,s01,35922,359220,168.65727835030535,13.175084700305778,93.38591895069682,0.239136,0.988159,-0.022827,-0.267982,0.749588,-0.153542,-30.583008000000003,-30.756744,2.742828,0.011215,0.014572,-0.010132,0.6863600000000001,0.711504,-0.010328,0.15020999999999998,0.999999,1.0169391858444634,7340,1548162604323,001_Stand
a,s01,35923,359230,168.64746919010287,13.172981160459338,93.38784476516132,0.22888200000000006,0.975952,-0.020874,0.065804,1.024246,-0.245094,-31.183014,-31.656738,3.942825,0.000992,0.002365,-0.008179,0.686349,0.7115060000000001,-0.010254,0.150256,0.999999,1.002648991474085,7350,1548162604332,001_Stand
a,s01,35924,359240,168.63329670909593,13.170802719525497,93.38263197983498,0.219116,0.989136,0.003052,-0.145912,1.35994,0.027657,-31.183014,-31.656738,3.942825,-0.008728,0.015533000000000003,0.01561,0.686383,0.71146,-0.010163,0.150327,0.999999,1.013119520419975,7360,1548162604342,001_Stand
a,s01,35925,359250,168.6332712423258,13.170457207489065,93.38239216482283,0.227905,0.97937,-0.012085,0.187874,-0.041962,-0.306129,-31.333008000000003,-31.206741,3.492828,6.1e-05,0.005768,0.0004730000000000001,0.686384,0.7114590000000001,-0.010161,0.150325,0.999999,1.0056104281231375,7370,1548162604352,001_Stand
a,s01,35926,359260,168.62896648995914,13.170944719776724,93.38592435541864,0.239136,0.978393,-0.0023190000000000003,0.5846020000000001,0.383377,-0.184059,-31.03302,-31.956741,3.042831,0.011292,0.004790999999999999,0.010284,0.6863630000000001,0.7114739999999999,-0.010134,0.150354,0.999999,1.0071962404149453,7380,1548162604361,001_Stand
a,s01,35927,359270,168.62431407864173,13.17272199365812,93.39200510002554,0.217163,0.97644,-0.018921,0.462532,0.505447,0.424385,-31.03302,-31.956741,3.042831,-0.010712,0.002838,-0.006241,0.686325,0.7115020000000001,-0.01011,0.150393,0.999999,1.0004763097695015,7390,1548162604371,001_Stand
a,s01,35928,359280,168.61828470294242,13.170992202635867,93.39673626345554,0.235229,0.981811,-0.010132,0.5846020000000001,0.597,-0.306129,-29.833008000000003,-32.256744,2.742828,0.007384999999999998,0.008209000000000001,0.002609,0.686297,0.711525,-0.010057,0.150419,0.999999,1.0096475521616444,7400,1548162604380,001_Stand
a,s01,35929,359290,168.61472939279864,13.170152935695702,93.40718302039755,0.232788,0.976928,-0.014526,1.072884,0.35285900000000003,-0.184059,-29.383011,-32.556746999999994,1.992828,0.004959000000000001,0.003326,-0.0016170000000000002,0.686232,0.711584,-0.010017,0.150436,0.999999,1.0043851725329282,7410,1548162604390,001_Stand
a,s01,35930,359300,168.6097801718945,13.162970284338705,93.41764799346518,0.212768,0.97937,-0.026245,0.950813,0.566483,-0.397682,-30.583008000000003,-30.756744,4.092834,-0.014938,0.005737,-0.013153,0.686168,0.71165,-0.009928,0.150423,0.999999,1.002559035044321,7420,1548162604400,001_Stand
