DecisionTreeRegressor_mse,DecisionTreeRegressor_mape,HistGradientBoostingRegressor_mse,HistGradientBoostingRegressor_mape,KNeighborsRegressor_mse,KNeighborsRegressor_mape,LinearRegression_mse,LinearRegression_mape,RandomForestRegressor_mse,RandomForestRegressor_mape,MLPRegressor_mse,MLPRegressor_mape
7.790305902358201,0.00990206095136587,11.755636936092909,0.5835673786647662,204.1958049105655,1229846448625339.8,4.644986234541836e-27,0.5771817300119821,487.26667284697686,0.6684391587232437,0.005510113329555414,0.5800211685036867
