,0
povp. T [°C]__sum_of_reoccurring_values,9.122278214204731e-05
min. rel. vla. [%]__autocorrelation__lag_5,9.118610234738278e-05
"energija uvb [mW/m2]__linear_trend__attr_""intercept""",9.113050479271855e-05
povp. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_1,9.11224947879014e-05
"energija uvb [mW/m2]__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""min""",9.107283668625416e-05
"rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_8",9.073291363613247e-05
max. T [°C]__permutation_entropy__dimension_6__tau_1,9.069658772374775e-05
max. T [°C]__index_mass_quantile__q_0.6,9.063446677804643e-05
max. rel. vla. [%]__binned_entropy__max_bins_10,9.055619911001422e-05
"povp. T [°C]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",9.054547265794129e-05
"povp. T [°C]__fft_coefficient__attr_""imag""__coeff_11",9.032865295130012e-05
"T [°C]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0",9.015159708390998e-05
"max. rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",8.999264849231981e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""real""__coeff_4",8.989309151171859e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",8.9812700683122e-05
min. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_6,8.97773477391974e-05
rel. vla. [%]__time_reversal_asymmetry_statistic__lag_2,8.958620759969375e-05
povp. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_2,8.94581441245759e-05
"week_number__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",8.936393364788187e-05
povp. rel. vla. [%]__cid_ce__normalize_True,8.912436483697905e-05
globalno sev. [W/m2]__partial_autocorrelation__lag_8,8.906635815691033e-05
globalno sev. [W/m2]__ar_coefficient__coeff_8__k_10,8.904044138536103e-05
"T [°C]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",8.880561770892699e-05
"min. T [°C]__fft_coefficient__attr_""angle""__coeff_11",8.861294187901101e-05
"povp. rel. vla. [%]__agg_autocorrelation__f_agg_""var""__maxlag_40",8.859661151256634e-05
min. T [°C]__spkt_welch_density__coeff_2,8.845332498241151e-05
"T [°C]__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",8.838020893275699e-05
rel. vla. [%]__autocorrelation__lag_7,8.835277132252866e-05
"max. T [°C]__fft_coefficient__attr_""imag""__coeff_7",8.823425765329972e-05
"globalno sev. [W/m2]__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",8.820254411971973e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_3",8.798394890924934e-05
"min. T [°C]__fft_coefficient__attr_""angle""__coeff_9",8.762090458016695e-05
max. rel. vla. [%]__standard_deviation,8.759135738075931e-05
"energija uvb [mW/m2]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",8.752823157505485e-05
"povp. rel. vla. [%]__cwt_coefficients__coeff_4__w_20__widths_(2, 5, 10, 20)",8.722030572042822e-05
max. rel. vla. [%]__number_cwt_peaks__n_1,8.709714874541086e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""imag""__coeff_6",8.702540538831869e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_6",8.694570641880388e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""real""__coeff_2",8.69283958085364e-05
min. rel. vla. [%]__autocorrelation__lag_7,8.68879929567518e-05
"povp. T [°C]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",8.677777490466908e-05
"min. T [°C]__fft_coefficient__attr_""imag""__coeff_9",8.669168348046683e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""real""__coeff_10",8.663000717816319e-05
globalno sev. [W/m2]__absolute_sum_of_changes,8.646806885454807e-05
"max. T [°C]__fft_coefficient__attr_""real""__coeff_13",8.636831908420846e-05
"min. rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",8.634579871186143e-05
povp. rel. vla. [%]__number_peaks__n_5,8.630052865397797e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""angle""__coeff_10",8.629677016834368e-05
"rel. vla. [%]__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",8.612767967081054e-05
"povp. rel. vla. [%]__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",8.600919506835387e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2",8.600754916779005e-05
"rel. vla. [%]__cwt_coefficients__coeff_0__w_2__widths_(2, 5, 10, 20)",8.599083000573085e-05
povp. rel. vla. [%]__permutation_entropy__dimension_4__tau_1,8.597935084579206e-05
"T [°C]__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",8.596343758209972e-05
"T [°C]__fft_coefficient__attr_""imag""__coeff_10",8.570956756168538e-05
"week_number__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",8.568414799012419e-05
"max. rel. vla. [%]__cwt_coefficients__coeff_6__w_5__widths_(2, 5, 10, 20)",8.562282887578016e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""real""__coeff_9",8.54513997170801e-05
"min. T [°C]__fft_coefficient__attr_""angle""__coeff_7",8.543603519029736e-05
min. T [°C]__longest_strike_above_mean,8.51328609956095e-05
"min. rel. vla. [%]__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""mean""",8.512504960535559e-05
max. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_1,8.50961657291182e-05
min. T [°C]__energy_ratio_by_chunks__num_segments_10__segment_focus_7,8.499517390284241e-05
"min. T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",8.496716044567217e-05
energija uvb [mW/m2]__ratio_value_number_to_time_series_length,8.483152133796889e-05
"T [°C]__agg_autocorrelation__f_agg_""median""__maxlag_40",8.465710304760884e-05
"rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",8.46406817399985e-05
"min. rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""var""",8.442502495932847e-05
"max. rel. vla. [%]__cwt_coefficients__coeff_10__w_10__widths_(2, 5, 10, 20)",8.433526145780098e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""angle""__coeff_5",8.414614803649501e-05
"globalno sev. [W/m2]__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""var""",8.401782012966616e-05
"min. T [°C]__fft_coefficient__attr_""real""__coeff_1",8.395775035868939e-05
"week_number__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",8.386959185492597e-05
T [°C]__index_mass_quantile__q_0.1,8.384943691072531e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",8.37684430337477e-05
"min. rel. vla. [%]__cwt_coefficients__coeff_12__w_5__widths_(2, 5, 10, 20)",8.354915073230074e-05
"max. T [°C]__fft_coefficient__attr_""real""__coeff_2",8.353035052554962e-05
min. rel. vla. [%]__number_cwt_peaks__n_5,8.348879972376502e-05
"globalno sev. [W/m2]__fft_aggregated__aggtype_""centroid""",8.348276357130982e-05
rel. vla. [%]__ar_coefficient__coeff_0__k_10,8.347145352952554e-05
"max. rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_5",8.346782632231254e-05
povp. T [°C]__index_mass_quantile__q_0.1,8.337475279790589e-05
"energija uvb [mW/m2]__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",8.326215862658713e-05
"povp. T [°C]__fft_coefficient__attr_""angle""__coeff_8",8.312299347635211e-05
max. rel. vla. [%]__variation_coefficient,8.304710477901228e-05
"T [°C]__fft_coefficient__attr_""abs""__coeff_4",8.298640823861168e-05
"povp. T [°C]__fft_coefficient__attr_""imag""__coeff_3",8.294542425998546e-05
"max. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_12",8.281350204867628e-05
povp. rel. vla. [%]__partial_autocorrelation__lag_2,8.221168611952682e-05
globalno sev. [W/m2]__standard_deviation,8.181544382590111e-05
"rel. vla. [%]__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",8.171507763165967e-05
rel. vla. [%]__quantile__q_0.1,8.16737390550576e-05
"rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0",8.159446754374744e-05
"min. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_4",8.132451175943695e-05
globalno sev. [W/m2]__approximate_entropy__m_2__r_0.3,8.122904913793456e-05
"max. T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",8.099186070078401e-05
globalno sev. [W/m2]__lempel_ziv_complexity__bins_2,8.078502411378601e-05
"min. T [°C]__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""",8.058501632265925e-05
"max. T [°C]__fft_coefficient__attr_""angle""__coeff_2",8.03240627151115e-05
"T [°C]__agg_autocorrelation__f_agg_""mean""__maxlag_40",8.016270128945856e-05
povp. T [°C]__partial_autocorrelation__lag_3,8.000913897448539e-05
"max. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_1",7.992584041342913e-05
povp. rel. vla. [%]__spkt_welch_density__coeff_8,7.990815432998634e-05
rel. vla. [%]__autocorrelation__lag_4,7.978827083487954e-05
max. T [°C]__permutation_entropy__dimension_5__tau_1,7.975649324737113e-05
"T [°C]__fft_coefficient__attr_""imag""__coeff_7",7.965971323600954e-05
"min. T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",7.961906921179145e-05
povp. rel. vla. [%]__permutation_entropy__dimension_3__tau_1,7.951729672076881e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0",7.938968998306773e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""angle""__coeff_9",7.927365703354468e-05
min. rel. vla. [%]__count_below_mean,7.922849464817754e-05
globalno sev. [W/m2]__abs_energy,7.922461495152075e-05
energija uvb [mW/m2]__approximate_entropy__m_2__r_0.9,7.886220348362244e-05
"T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",7.872340632016683e-05
povp. rel. vla. [%]__last_location_of_maximum,7.855677831596062e-05
"količina padavin [mm]__cwt_coefficients__coeff_11__w_20__widths_(2, 5, 10, 20)",7.835939015810949e-05
"max. rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""",7.833645613304833e-05
max. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_6,7.83035708235415e-05
"max. T [°C]__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",7.826223135665068e-05
"T [°C]__fft_coefficient__attr_""imag""__coeff_9",7.820083280935122e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""abs""__coeff_2",7.80343065232115e-05
povp. T [°C]__skewness,7.786367599211195e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4",7.7687180693976e-05
"povp. T [°C]__cwt_coefficients__coeff_0__w_5__widths_(2, 5, 10, 20)",7.761735170396501e-05
"max. T [°C]__fft_coefficient__attr_""angle""__coeff_3",7.755037955548502e-05
"T [°C]__fft_coefficient__attr_""angle""__coeff_13",7.747195568488417e-05
"max. T [°C]__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",7.741239701090147e-05
min. T [°C]__absolute_sum_of_changes,7.735797997580458e-05
"min. rel. vla. [%]__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",7.734958554360558e-05
"globalno sev. [W/m2]__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""max""",7.722783144634316e-05
"energija uvb [mW/m2]__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",7.715311738447458e-05
"max. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",7.71453232310748e-05
"max. rel. vla. [%]__cwt_coefficients__coeff_14__w_20__widths_(2, 5, 10, 20)",7.702508261221813e-05
"max. rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_5",7.692328341120134e-05
"min. T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",7.691829466301949e-05
"min. T [°C]__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",7.676497825837991e-05
"min. T [°C]__fft_coefficient__attr_""real""__coeff_12",7.673993577656744e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",7.673955057302827e-05
"max. T [°C]__fft_coefficient__attr_""abs""__coeff_2",7.669806550549807e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""abs""__coeff_6",7.655480464651656e-05
"min. rel. vla. [%]__cwt_coefficients__coeff_4__w_2__widths_(2, 5, 10, 20)",7.653586776567643e-05
T [°C]__spkt_welch_density__coeff_2,7.648959113820041e-05
"max. T [°C]__fft_coefficient__attr_""abs""__coeff_7",7.648549598208404e-05
"min. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_10",7.634817095489902e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""angle""__coeff_7",7.627211626125844e-05
"T [°C]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",7.59109539260013e-05
"rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_4",7.591045209704997e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_10",7.588778442270965e-05
"max. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_10",7.581946908555284e-05
"rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_3",7.581840578578289e-05
"min. rel. vla. [%]__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",7.578533609010801e-05
"globalno sev. [W/m2]__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",7.565194757609383e-05
max. T [°C]__count_below_mean,7.544750820356897e-05
"min. T [°C]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",7.523460150431701e-05
"max. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.0",7.509815707692206e-05
"povp. rel. vla. [%]__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",7.509621083497096e-05
"max. T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",7.490135378206948e-05
globalno sev. [W/m2]__last_location_of_maximum,7.486286901352335e-05
"rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""",7.482796216951525e-05
min. rel. vla. [%]__index_mass_quantile__q_0.9,7.438985499726377e-05
min. rel. vla. [%]__longest_strike_below_mean,7.434067291755917e-05
"min. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_1",7.433438343272528e-05
"povp. T [°C]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",7.402704343091284e-05
povp. rel. vla. [%]__fourier_entropy__bins_100,7.364632359198759e-05
"povp. T [°C]__fft_aggregated__aggtype_""variance""",7.349696173229243e-05
"povp. T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.4",7.344884327208052e-05
T [°C]__energy_ratio_by_chunks__num_segments_10__segment_focus_7,7.34158560505051e-05
max. T [°C]__partial_autocorrelation__lag_3,7.333874917283592e-05
povp. T [°C]__energy_ratio_by_chunks__num_segments_10__segment_focus_6,7.332585690518752e-05
min. T [°C]__autocorrelation__lag_3,7.291856526785459e-05
rel. vla. [%]__mean_abs_change,7.280387799762995e-05
"max. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",7.267348300865694e-05
max. rel. vla. [%]__approximate_entropy__m_2__r_0.7,7.257181159807169e-05
min. T [°C]__partial_autocorrelation__lag_8,7.252123340831448e-05
"week_number__fft_coefficient__attr_""angle""__coeff_12",7.246329872642791e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",7.239074785263032e-05
"povp. T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_0.2__ql_0.0",7.234953724908388e-05
"min. T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2",7.22282372073946e-05
"max. T [°C]__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""var""",7.200220100386384e-05
"rel. vla. [%]__agg_autocorrelation__f_agg_""var""__maxlag_40",7.194645035390054e-05
"globalno sev. [W/m2]__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",7.191877474584021e-05
T [°C]__fourier_entropy__bins_3,7.184867458501915e-05
"T [°C]__cwt_coefficients__coeff_6__w_2__widths_(2, 5, 10, 20)",7.182758161351446e-05
"min. T [°C]__fft_coefficient__attr_""imag""__coeff_1",7.166628037079786e-05
"povp. T [°C]__fft_coefficient__attr_""angle""__coeff_6",7.161370830459586e-05
"T [°C]__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",7.143918798960861e-05
"energija uvb [mW/m2]__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",7.126901828037207e-05
max. rel. vla. [%]__partial_autocorrelation__lag_7,7.112621091414738e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""abs""__coeff_13",7.106418334221628e-05
"T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",7.089196958839512e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_6",7.072882971372433e-05
rel. vla. [%]__benford_correlation,7.059142627730081e-05
"T [°C]__fft_coefficient__attr_""abs""__coeff_0",7.057824147761648e-05
energija uvb [mW/m2]__percentage_of_reoccurring_datapoints_to_all_datapoints,7.03319033815054e-05
min. rel. vla. [%]__lempel_ziv_complexity__bins_10,7.026447003638326e-05
"T [°C]__fft_coefficient__attr_""imag""__coeff_3",7.012670653001048e-05
"rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.8",7.011789989168902e-05
max. T [°C]__energy_ratio_by_chunks__num_segments_10__segment_focus_4,6.989273639571882e-05
globalno sev. [W/m2]__autocorrelation__lag_6,6.986923012221195e-05
"max. T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",6.972246230243533e-05
globalno sev. [W/m2]__sample_entropy,6.968050619266048e-05
"min. T [°C]__fft_coefficient__attr_""abs""__coeff_9",6.967601597283456e-05
"max. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",6.965085378526849e-05
"rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_11",6.961703737748913e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",6.941666216750014e-05
"min. T [°C]__fft_coefficient__attr_""real""__coeff_11",6.934749966669813e-05
"max. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.0",6.931621751418216e-05
"min. T [°C]__fft_coefficient__attr_""angle""__coeff_2",6.92486729387235e-05
"max. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",6.916205090263383e-05
"min. T [°C]__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",6.906669567888011e-05
"min. rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",6.9046823992811e-05
globalno sev. [W/m2]__cid_ce__normalize_False,6.894940392306238e-05
"rel. vla. [%]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",6.87843820777062e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_4",6.876436697589357e-05
min. T [°C]__energy_ratio_by_chunks__num_segments_10__segment_focus_0,6.863233403973396e-05
"T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",6.857148768357491e-05
"max. T [°C]__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",6.856778554295975e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""abs""__coeff_13",6.85327351956503e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",6.829755548764797e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",6.829499164811903e-05
"energija uvb [mW/m2]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",6.823324559062516e-05
"min. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_3",6.814082546242824e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2",6.811576276177898e-05
"max. rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_13",6.801228397854604e-05
"min. rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_5",6.797036513012819e-05
"povp. rel. vla. [%]__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",6.792540842874061e-05
"T [°C]__fft_coefficient__attr_""angle""__coeff_11",6.790240255123088e-05
"rel. vla. [%]__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",6.783306294521736e-05
"energija uvb [mW/m2]__fft_aggregated__aggtype_""variance""",6.761923299846634e-05
"energija uvb [mW/m2]__cwt_coefficients__coeff_14__w_5__widths_(2, 5, 10, 20)",6.755623830614924e-05
"min. T [°C]__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2",6.746541422520528e-05
"energija uvb [mW/m2]__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",6.744454763148175e-05
min. T [°C]__time_reversal_asymmetry_statistic__lag_3,6.735277154388942e-05
"povp. T [°C]__fft_coefficient__attr_""abs""__coeff_0",6.724429717128267e-05
"max. rel. vla. [%]__fft_coefficient__attr_""imag""__coeff_4",6.724189278511473e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0",6.702744333052173e-05
"max. T [°C]__fft_coefficient__attr_""real""__coeff_8",6.699963986778984e-05
min. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_1,6.679434771387187e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.0",6.677004381458922e-05
"T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.6",6.675370968256272e-05
povp. rel. vla. [%]__ar_coefficient__coeff_3__k_10,6.673315148167128e-05
"max. T [°C]__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",6.657592413067574e-05
"max. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_6",6.653361342792767e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",6.628098135815538e-05
"max. T [°C]__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",6.601673296803666e-05
T [°C]__index_mass_quantile__q_0.4,6.576947844138329e-05
max. T [°C]__approximate_entropy__m_2__r_0.1,6.562464177875767e-05
"globalno sev. [W/m2]__fft_coefficient__attr_""angle""__coeff_12",6.557200617212489e-05
"max. T [°C]__fft_coefficient__attr_""angle""__coeff_6",6.52549574552652e-05
min. T [°C]__approximate_entropy__m_2__r_0.1,6.522443215047302e-05
"max. rel. vla. [%]__fft_coefficient__attr_""real""__coeff_9",6.516779713932052e-05
"max. T [°C]__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",6.514988365610042e-05
"max. T [°C]__fft_coefficient__attr_""imag""__coeff_11",6.5037486288651e-05
min. T [°C]__partial_autocorrelation__lag_3,6.49944818255015e-05
"T [°C]__fft_coefficient__attr_""angle""__coeff_2",6.483415054788103e-05
povp. rel. vla. [%]__energy_ratio_by_chunks__num_segments_10__segment_focus_4,6.457821933212999e-05
"max. T [°C]__fft_coefficient__attr_""real""__coeff_10",6.454387747026291e-05
T [°C]__permutation_entropy__dimension_5__tau_1,6.447107247559566e-05
"T [°C]__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6",6.446251055321768e-05
max. rel. vla. [%]__first_location_of_minimum,6.439913740449412e-05
"povp. T [°C]__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6",6.43949521752877e-05
min. T [°C]__permutation_entropy__dimension_5__tau_1,6.429738517542827e-05
"max. T [°C]__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.0",6.427519124440068e-05
"rel. vla. [%]__cwt_coefficients__coeff_1__w_2__widths_(2, 5, 10, 20)",6.423577934571295e-05
min. rel. vla. [%]__ratio_beyond_r_sigma__r_1.5,6.423565961013225e-05
"povp. T [°C]__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",6.413295704763899e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2",6.410779993266607e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",6.396096998353069e-05
min. T [°C]__last_location_of_minimum,6.395823920177712e-05
min. T [°C]__energy_ratio_by_chunks__num_segments_10__segment_focus_9,6.395196790737962e-05
min. rel. vla. [%]__mean_abs_change,6.37722941455994e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""abs""__coeff_2",6.370498928360912e-05
"min. T [°C]__fft_coefficient__attr_""abs""__coeff_2",6.363864611523948e-05
"globalno sev. [W/m2]__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",6.360530016699789e-05
max. T [°C]__cid_ce__normalize_False,6.323123679620488e-05
max. rel. vla. [%]__c3__lag_3,6.322144566264067e-05
energija uvb [mW/m2]__ar_coefficient__coeff_5__k_10,6.315945420432902e-05
"povp. rel. vla. [%]__fft_coefficient__attr_""abs""__coeff_6",6.313541640015182e-05
"povp. rel. vla. [%]__augmented_dickey_fuller__attr_""pvalue""__autolag_""AIC""",6.3058295159772e-05
"max. rel. vla. [%]__fft_coefficient__attr_""angle""__coeff_6",6.300350220011207e-05
"T [°C]__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2",6.280641713650015e-05
min. rel. vla. [%]__fourier_entropy__bins_10,6.253864618620676e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6",6.244117153966795e-05
min. T [°C]__fourier_entropy__bins_5,6.220306377045181e-05
"rel. vla. [%]__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.0",6.203547071598764e-05
"max. T [°C]__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4",6.201253671260023e-05
"max. T [°C]__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",6.201169980684747e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""angle""__coeff_5",6.190484353492718e-05
min. rel. vla. [%]__minimum,6.18749057601096e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""real""__coeff_8",6.18169975031061e-05
"povp. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6",6.178802999840587e-05
rel. vla. [%]__quantile__q_0.2,6.175162600848616e-05
"min. rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4",6.166960492081131e-05
"rel. vla. [%]__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4",6.140083932525839e-05
"energija uvb [mW/m2]__fft_coefficient__attr_""abs""__coeff_7",6.137425358288407e-05
